ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Year,Date,Month,Day,Hour,Weekday,Time_Duration(min)
A-513052,MapQuest,201.0,Low,2019-12-26 12:08:05,2019-12-26 15:09:59,33.310581,-80.553535,,,0.0,Accident on I-95 Southbound near Exits 86A 86B I-26 Exits 169A 169B.,,I-95 S,R,Bowman,Orangeburg,SC,29018,US,US/Eastern,KOGB,2019-12-26 11:53:00,63.0,63.0,63.0,30.01,10.0,Variable,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,12,Thu,182.0
A-513053,MapQuest,201.0,Low,2019-12-26 12:16:19,2019-12-26 15:07:43,32.448071,-83.754898,,,0.239999994636,Exit ramp from I-75 Southbound at Exit 135 to Larry Walker Pkwy Eastbound lane blocked due to accident.,,GA-401 S,R,Perry,Houston,GA,31069,US,US/Eastern,KWRB,2019-12-26 11:56:00,63.0,63.0,62.0,29.89,10.0,NE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,12,Thu,171.0
A-513054,MapQuest,201.0,High,2019-12-26 11:23:10,2019-12-26 12:07:55,32.821822999999995,-85.213272,,,0.0,Accident on I-85 Southbound at Exit 77 CR-208 Phillips Rd.,,Fob James Dr,R,Lanett,Chambers,AL,36863,US,US/Eastern,KLGC,2019-12-26 11:15:00,57.0,57.0,58.0,29.49,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,11,Thu,45.0
A-513055,MapQuest,201.0,Low,2019-12-26 12:26:24,2019-12-26 15:00:45,32.6805,-81.24305,,,0.0,Accident on SC-333 at US-321 Columbia Hwy.,3864.0,Columbia Hwy S,L,Estill,Hampton,SC,29918-6233,US,US/Eastern,KJYL,2019-12-26 12:35:00,68.0,68.0,60.0,30.01,10.0,Calm,0.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,12,Thu,154.0
A-513056,MapQuest,201.0,High,2019-12-26 12:37:09,2019-12-26 14:06:41,33.037792,-80.148544,,,0.0,Accident on I-26 Westbound at US-17-ALT Main St.,,I-26 E,R,Summerville,Berkeley,SC,29483,US,US/Eastern,KDYB,2019-12-26 12:35:00,68.0,68.0,64.0,30.12,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,12,Thu,90.0
A-513057,MapQuest,222.0,Low,2019-12-26 12:45:54,2019-12-26 15:33:53,33.672523,-80.897827,,,0.0,Queueing traffic due to accident on I-26 both ways at SC-6 Caw Caw Hwy.,,I-26 E,R,Saint Matthews,Calhoun,SC,29135,US,US/Eastern,KOGB,2019-12-26 12:53:00,66.0,66.0,63.0,29.99,10.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,12,Thu,168.0
A-513058,MapQuest,201.0,High,2019-12-26 13:47:20,2019-12-26 15:01:27,33.483788,-82.19944,,,10.8400001526,Left lane blocked due to accident on I-20 Eastbound from US-221 Appling Harlem Rd to GA-388 Horizon South Pkwy.,,GA-402 W,R,Grovetown,Columbia,GA,30813,US,US/Eastern,KDNL,2019-12-26 13:53:00,66.0,66.0,48.0,29.73,10.0,Variable,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,13,Thu,74.0
A-513059,MapQuest,201.0,High,2019-12-26 15:18:21,2019-12-26 17:54:08,33.397217,-84.74807,,,0.0,Right lane blocked due to accident on I-85 Northbound at Exit 47 GA-34 Bullsboro Dr.,,GA-403 N,R,Newnan,Coweta,GA,30265,US,US/Eastern,KCCO,2019-12-26 15:15:00,68.0,68.0,58.0,29.12,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,15,Thu,156.0
A-513060,MapQuest,201.0,Low,2019-12-26 15:40:27,2019-12-26 16:53:54,32.555240999999995,-84.891594,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on US-80 Westbound at Exit 6 Schomburg Rd.,,J R Allen Pkwy W,R,Midland,Muscogee,GA,31820,US,US/Eastern,KCSG,2019-12-26 15:51:00,71.0,71.0,49.0,29.71,10.0,East,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,15,Thu,73.0
A-513061,MapQuest,201.0,Low,2019-12-26 15:45:47,2019-12-26 18:22:09,32.87947800000001,-80.71624,,,0.0,Accident on I-95 Southbound at Exit 53 SC-63 Sniders Hwy.,,Sniders Hwy,R,Walterboro,Colleton,SC,29488,US,US/Eastern,KRBW,2019-12-26 15:55:00,70.0,70.0,60.0,30.08,10.0,East,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,15,Thu,156.0
A-513062,MapQuest,201.0,Low,2019-12-26 16:14:00,2019-12-26 17:52:02,32.430820000000004,-80.717102,,,0.0,Accident on SC-170 Robert Smalls Pkwy Westbound near Burton Hill Rd.,201.0,Robert Smalls Pkwy,R,Beaufort,Beaufort,SC,29906-4227,US,US/Eastern,KNBC,2019-12-26 15:56:00,71.0,71.0,73.0,30.14,10.0,ESE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,16,Thu,98.0
A-513063,MapQuest,201.0,Low,2019-12-26 05:55:58,2019-12-26 08:08:05,38.41819,-90.35202,,,0.0,Accident on MO-231 Telegraph Rd at Arnold Tenbrook Rd.,,Telegraph Rd,R,Arnold,Jefferson,MO,63010,US,US/Central,KCPS,2019-12-26 05:53:00,50.0,50.0,96.0,29.54,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-26,Dec,26,5,Thu,132.0
A-513064,MapQuest,201.0,High,2019-12-26 09:59:43,2019-12-26 10:35:00,38.694923,-90.260406,,,0.0,Right hand shoulder blocked due to accident on I-70 Westbound before Exits 243B 243C Bircher Blvd.,,I-70 W,R,Saint Louis,St. Louis City,MO,63120,US,US/Central,KSTL,2019-12-26 09:51:00,61.0,61.0,75.0,29.38,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,9,Thu,35.0
A-513065,MapQuest,241.0,Low,2019-12-26 11:36:41,2019-12-26 12:53:07,38.48457,-90.443718,,,0.0,Left lane blocked due to accident on MO-141 Northbound near 13th St.,,13th St,R,Fenton,Jefferson,MO,63026,US,US/Central,KSUS,2019-12-26 11:54:00,66.0,66.0,65.0,29.49,10.0,SW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,11,Thu,76.0
A-513066,MapQuest,201.0,High,2019-12-26 19:40:24,2019-12-26 20:54:41,38.616161,-90.23938,,,1.67999994755,Accident on entry ramp to I-44 Eastbound from S Grand Blvd Northbound.,,S Grand Blvd,R,Saint Louis,St. Louis City,MO,63104,US,US/Central,KCPS,2019-12-26 19:53:00,50.0,50.0,89.0,29.61,10.0,South,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,19,Thu,74.0
A-513067,MapQuest,201.0,Low,2019-12-26 04:59:17,2019-12-26 06:18:00,44.777485,-93.641594,,,0.0,Accident on US-212 Eastbound at Jonathan Carver Pkwy.,,US-212 W,R,Chaska,Carver,MN,55318,US,US/Central,KFCM,2019-12-26 05:02:00,34.0,27.0,92.0,28.83,1.0,West,9.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,4,Thu,79.0
A-513068,MapQuest,201.0,Low,2019-12-26 05:17:12,2019-12-26 05:46:25,44.951481,-93.170448,,,1.26999998093,Exit ramp from I-94 Eastbound at Exit 238 to Concordia Ave Eastbound restrictions on exit ramp due to accident.,,I-94 E,R,Saint Paul,Ramsey,MN,55104,US,US/Central,KSTP,2019-12-26 05:27:00,34.0,27.0,92.0,29.05,4.0,WSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,5,Thu,29.0
A-513069,MapQuest-Bing,201.0,Low,2019-12-26 06:12:24,2019-12-26 07:29:04,44.235729,-94.027153,,,0.0,Accident on US-169 Southbound at 492nd St.,49199.0,US Highway 169,L,North Mankato,Nicollet,MN,56003-4231,US,US/Central,KMKT,2019-12-26 05:56:00,31.0,20.0,100.0,28.77,6.0,West,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-26,Dec,26,6,Thu,77.0
A-513070,MapQuest,201.0,Low,2019-12-26 06:11:55,2019-12-26 07:44:04,44.777905,-93.217697,,,0.0,Accident on I-35E Southbound at Exit 92 MN-77 Cedar Ave.,,I-35E N,R,Saint Paul,Dakota,MN,55122,US,US/Central,KMSP,2019-12-26 06:15:00,30.0,22.0,100.0,28.92,6.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-26,Dec,26,6,Thu,92.0
A-513071,MapQuest-Bing,201.0,Low,2019-12-26 06:45:12,2019-12-26 07:44:55,44.657021,-93.675293,,,3.19000005722,Accident on US-169 Johnson Memorial Dr Southbound from Acorn Way to CR-59 Delaware Ave.,20149.0,Johnson Memorial Dr,L,Jordan,Scott,MN,55352,US,US/Central,KFCM,2019-12-26 06:49:00,34.0,26.0,87.0,28.86,7.0,West,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day,2019,2019-12-26,Dec,26,6,Thu,60.0
A-513072,MapQuest,201.0,Low,2019-12-26 06:44:01,2019-12-26 08:03:00,44.94978,-93.080887,,,0.0,Accident on US-52 Southbound after i-94.,,US-52 S,R,Saint Paul,Ramsey,MN,55101,US,US/Central,KSTP,2019-12-26 06:53:00,35.0,27.0,89.0,29.08,8.0,West,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day,2019,2019-12-26,Dec,26,6,Thu,79.0
A-513073,MapQuest,201.0,Low,2019-12-26 07:34:47,2019-12-26 08:04:34,44.66753,-93.647491,,,0.0,Accident on US-169 Johnson Memorial Dr at Acorn Way.,19401.0,Johnson Memorial Dr,L,Jordan,Scott,MN,55352-9636,US,US/Central,KFCM,2019-12-26 07:53:00,33.0,25.0,89.0,28.9,8.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,7,Thu,30.0
A-513074,MapQuest,201.0,Low,2019-12-26 08:13:40,2019-12-26 09:45:34,44.949905,-93.347824,,,0.0,Accident on MN-100 Southbound at CR-5 Lake St.,,Beltline Hwy S,R,Minneapolis,Hennepin,MN,55416,US,US/Central,KMSP,2019-12-26 07:53:00,33.0,25.0,96.0,28.95,9.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,8,Thu,92.0
A-513075,MapQuest,201.0,High,2019-12-26 10:34:23,2019-12-26 13:37:56,44.948109,-92.960678,,,0.109999999404,Entry ramp to I-94 Eastbound at Exit 58B from I-494 Southbound shoulder blocked due to accident.,,I-94 E,R,Saint Paul,Washington,MN,55125,US,US/Central,KSTP,2019-12-26 10:53:00,33.0,24.0,82.0,29.17,10.0,West,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,10,Thu,184.0
A-513076,MapQuest-Bing,241.0,Low,2019-12-26 10:35:27,2019-12-26 11:36:00,44.765953,-93.578499,,,0.0,Lane blocked due to accident on US-169 Johnson Memorial Dr Southbound at Chestnut Blvd.,,Chestnut Blvd,R,Shakopee,Scott,MN,55379,US,US/Central,KFCM,2019-12-26 10:40:00,31.0,22.0,82.0,28.97,10.0,West,12.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,10,Thu,61.0
A-513077,MapQuest-Bing,201.0,Low,2019-12-26 11:33:52,2019-12-26 13:37:56,44.95343,-93.400665,,,0.0,Right hand shoulder blocked due to accident on US-169 Northbound at Jordan Ave.,,US-169 N,R,Hopkins,Hennepin,MN,55305,US,US/Central,KFCM,2019-12-26 11:14:00,31.0,21.0,82.0,28.98,10.0,West,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,11,Thu,124.0
A-513078,MapQuest,201.0,Low,2019-12-26 16:28:08,2019-12-26 16:57:57,44.799091,-93.601692,,,0.0,Accident on MN-41 Chestnut St Northbound at Victoria Dr.,1201.0,N Chestnut St,R,Chaska,Carver,MN,55318,US,US/Central,KFCM,2019-12-26 16:13:00,28.0,19.0,75.0,29.03,10.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,16,Thu,30.0
A-513079,MapQuest-Bing,201.0,High,2019-12-26 16:41:30,2019-12-26 17:27:47,44.918781,-93.274513,,,2.75,Accident on I-35W Northbound between Exits 11 12 12B MN-62 and I-35W Bus Ln.,,I-35W N,R,Minneapolis,Hennepin,MN,55419,US,US/Central,KMSP,2019-12-26 16:53:00,29.0,20.0,75.0,29.12,10.0,West,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,16,Thu,46.0
A-513080,MapQuest,201.0,High,2019-12-26 17:07:12,2019-12-26 17:37:00,44.644207,-93.296906,,,0.0,Accident on I-35 Southbound at Exit 81 CR-70 210th St.,,I-35 S,R,Lakeville,Dakota,MN,55044,US,US/Central,KLVN,2019-12-26 16:55:00,28.0,19.0,93.0,28.99,10.0,West,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,17,Thu,30.0
A-513081,MapQuest,201.0,High,2019-12-26 17:09:09,2019-12-26 17:38:54,44.889668,-93.292671,,,0.0,Accident on I-35W Northbound at Exits 11 11A MN-62.,,Crosstown Hwy E,R,Minneapolis,Hennepin,MN,55423,US,US/Central,KMSP,2019-12-26 16:53:00,29.0,20.0,75.0,29.12,10.0,West,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,17,Thu,30.0
A-513082,MapQuest,201.0,High,2019-12-26 21:18:47,2019-12-26 22:27:28,44.804531,-93.190605,,,0.0,Accident on I-35E Southbound at Exit 94 CR-30 Diffley Rd.,,Diffley Rd,R,Saint Paul,Dakota,MN,55122,US,US/Central,KMSP,2019-12-26 20:53:00,27.0,19.0,81.0,29.17,10.0,West,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,21,Thu,69.0
A-513083,MapQuest,201.0,High,2019-12-26 21:20:11,2019-12-26 23:50:44,44.830158,-93.167747,,,0.0,Accident on I-35E Southbound at Exits 97A 97A&B CR-31 Pilot Knob Rd.,,Pilot Knob Rd,R,Saint Paul,Dakota,MN,55122,US,US/Central,KMSP,2019-12-26 20:53:00,27.0,19.0,81.0,29.17,10.0,West,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,21,Thu,151.0
A-513084,MapQuest,201.0,High,2019-12-26 22:43:21,2019-12-26 23:44:22,44.886292,-93.004578,,,0.0,Accident on US-61 Northbound at I-494 Exits 63A 63B.,,US-10 E,R,Newport,Washington,MN,55055,US,US/Central,KSGS,2019-12-26 22:35:00,28.0,21.0,84.0,29.2,10.0,West,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,22,Thu,61.0
A-513085,MapQuest,201.0,Low,2019-12-26 22:44:19,2019-12-26 23:50:42,44.804813,-93.220703,,,0.0,Accident on MN-77 Southbound at CR-30 Diffley Rd.,,MN-77 N,R,Saint Paul,Dakota,MN,55122,US,US/Central,KMSP,2019-12-26 22:53:00,28.0,19.0,78.0,29.19,10.0,West,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,22,Thu,66.0
A-513086,MapQuest,201.0,Low,2019-12-26 08:32:07,2019-12-26 10:35:36,43.990891,-91.446098,,,0.0,Accident on US-61 Northbound at Green Terrace Way.,5493.0,Highway 61,R,Winona,Winona,MN,55987,US,US/Central,KONA,2019-12-26 08:35:00,36.0,29.0,87.0,29.16,10.0,West,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,8,Thu,123.0
A-513087,MapQuest,201.0,Low,2019-12-26 10:36:03,2019-12-26 11:36:00,43.57547,-93.358635,,,0.0,Accident on I-35 Southbound at Exit 5 CR-13 150th St.,,I-35 N,R,Albert Lea,Freeborn,MN,56007,US,US/Central,KAEL,2019-12-26 10:35:00,30.0,22.0,100.0,28.62,5.0,West,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,10,Thu,60.0
A-513088,MapQuest,241.0,High,2019-12-26 09:28:00,2019-12-26 10:29:00,41.224018,-96.043037,,,0.0,Far left lane blocked due to accident on I-80 Westbound at Exit 448 84th St.,,I-80 W,R,Omaha,Douglas,NE,68124,US,US/Central,KMLE,2019-12-26 09:35:00,33.0,28.0,80.0,28.96,7.0,NW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,9,Thu,61.0
A-513089,MapQuest,201.0,Low,2019-12-26 13:16:01,2019-12-26 14:13:53,40.711262,-96.369179,,,0.0,Accident on NE-2 Eastbound in Palmyra.,990.0,F Rd,R,Palmyra,Otoe,NE,68418-4121,US,US/Central,KLNK,2019-12-26 13:36:00,34.0,27.0,73.0,28.83,10.0,NW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,13,Thu,58.0
A-513090,MapQuest,201.0,High,2019-12-26 13:50:03,2019-12-26 14:19:40,41.262951,-95.938438,,,0.0,Accident on I-480 Westbound at Exit 2D 20th St.,490.0,N 17th St,L,Omaha,Douglas,NE,68102,US,US/Central,KOMA,2019-12-26 13:52:00,34.0,25.0,79.0,29.02,10.0,WNW,14.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,13,Thu,30.0
A-513091,MapQuest,406.0,High,2019-12-26 17:09:52,2019-12-27 06:39:06,40.88485,-95.800362,,,1.62999999523,Entry ramp to I-29 Southbound from Waubonsie Ave Eastbound closed due to flooding.,,I-29 S,R,Thurman,Fremont,IA,51654,US,US/Central,KPMV,2019-12-26 17:15:00,31.0,31.0,85.0,28.84,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,17,Thu,809.0
A-513092,MapQuest,406.0,High,2019-12-26 17:10:32,2019-12-27 06:39:55,40.889641,-95.79863,,,1.6699999570800002,Entry ramp to I-29 Northbound from Waubonsie Ave Westbound closed due to flooding.,,I-29 N,R,Thurman,Fremont,IA,51654,US,US/Central,KPMV,2019-12-26 17:15:00,31.0,31.0,85.0,28.84,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,17,Thu,809.0
A-513093,MapQuest,201.0,Low,2019-12-26 11:49:26,2019-12-26 13:21:08,47.051651,-93.119423,,,0.0,Accident on US-2 at CR-25.,9401.0,US Highway 2,R,Swan River,Itasca,MN,55784,US,US/Central,KGPZ,2019-12-26 11:56:00,32.0,23.0,88.0,28.44,10.0,WNW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,11,Thu,92.0
A-513094,MapQuest,201.0,Low,2019-12-26 05:37:14,2019-12-26 06:38:00,45.104206,-93.460152,,,0.0,Accident on I-94 Eastbound at Exit 215.,,Weaver Lake Rd,R,Maple Grove,Hennepin,MN,55311,US,US/Central,KMIC,2019-12-26 05:53:00,34.0,26.0,92.0,28.87,6.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,5,Thu,61.0
A-513095,MapQuest-Bing,201.0,Low,2019-12-26 05:38:01,2019-12-26 07:24:50,45.20414,-93.358498,,,0.0,Accident on US-10 Westbound at CR-9 Round Lake Blvd.,,MN-47 S,R,Minneapolis,Anoka,MN,55448,US,US/Central,KANE,2019-12-26 05:35:00,36.0,29.0,100.0,28.81,3.0,WSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,5,Thu,107.0
A-513096,MapQuest,201.0,Low,2019-12-26 06:10:02,2019-12-26 06:39:50,45.270031,-93.54248,,,0.0,Accident on US-10 Eastbound at 165th Ave.,16498.0,Highway 10,L,Elk River,Sherburne,MN,55330,US,US/Central,KCFE,2019-12-26 06:15:00,33.0,20.964912280701753,97.0,28.79,10.0,WSW,9.649122807017543,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-26,Dec,26,6,Thu,30.0
A-513097,MapQuest,201.0,Low,2019-12-26 06:35:32,2019-12-26 07:50:18,45.600811,-94.38932,,,0.0,Accident on I-94 Eastbound at Exit 156 CR-159.,,I-94 E,R,Avon,Stearns,MN,56310,US,US/Central,KSTC,2019-12-26 06:53:00,32.0,23.0,92.0,28.71,10.0,WNW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-26,Dec,26,6,Thu,75.0
A-513098,MapQuest,201.0,Low,2019-12-26 08:51:47,2019-12-26 10:42:41,45.120621,-94.502602,,,0.0,Accident on US-12 at CR-34.,499.0,S County Road 34,R,Litchfield,Meeker,MN,55355,US,US/Central,KLJF,2019-12-26 08:55:00,28.0,20.0,100.0,28.7,10.0,West,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,8,Thu,111.0
A-513099,MapQuest,201.0,Low,2019-12-26 09:21:24,2019-12-26 09:51:10,45.599899,-94.953293,,,0.0,Accident on US-71 at 330th St.,33000.0,US Highway 71,R,Sauk Centre,Stearns,MN,56378-8425,US,US/Central,KD39,2019-12-26 09:15:00,23.0,10.0,93.0,28.59,10.0,West,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,9,Thu,30.0
A-513100,MapQuest,201.0,High,2019-12-26 16:30:53,2019-12-26 17:29:49,45.091228,-93.445297,,,1.86000001431,Accident on I-94 Eastbound between Exit 215 CR-109 Weaver Lake Rd and Exit 216 I-494 Exit 27.,,I-94 E,R,Osseo,Hennepin,MN,55369,US,US/Central,KMIC,2019-12-26 16:53:00,29.0,19.0,75.0,29.08,10.0,West,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,16,Thu,59.0
A-513101,MapQuest,201.0,High,2019-12-26 17:06:50,2019-12-26 17:36:39,44.999504,-93.283379,,,0.0,Accident on I-94 Eastbound at Exit 229 CR-81 Broadway Ave.,,W Broadway Ave,R,Minneapolis,Hennepin,MN,55411,US,US/Central,KMIC,2019-12-26 16:53:00,29.0,19.0,75.0,29.08,10.0,West,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,17,Thu,30.0
A-513102,MapQuest,201.0,High,2019-12-26 17:07:56,2019-12-26 17:37:23,45.044655,-93.105766,,,0.0,Accident on I-694 Westbound at Exit 45 CR-49 Rice St.,,I-694 W,R,Saint Paul,Ramsey,MN,55127,US,US/Central,KANE,2019-12-26 16:45:00,30.0,21.0,86.0,29.03,10.0,West,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,17,Thu,29.0
A-513103,MapQuest,201.0,High,2019-12-26 20:26:04,2019-12-26 23:17:17,45.037285,-93.017372,,,0.0,Accident on I-694 Westbound at Exit 50 CR-65 White Bear Ave.,,I-694 W,R,Saint Paul,Ramsey,MN,55110,US,US/Central,K21D,2019-12-26 20:35:00,28.0,19.0,93.0,29.07,10.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,20,Thu,171.0
A-513104,MapQuest,201.0,High,2019-12-26 04:32:10,2019-12-26 06:37:53,39.098896,-94.608307,,,0.0,Right lane blocked due to accident on I-670 Eastbound at Exit 1B Genessee St.,,I-670 E,R,Kansas City,Wyandotte,KS,66118,US,US/Central,KNKA,2019-12-26 04:54:00,48.0,44.0,77.0,29.08,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,4,Thu,126.0
A-513105,MapQuest,245.0,High,2019-12-26 11:07:48,2019-12-26 12:28:00,38.770699,-90.238853,,,0.0,Two lanes blocked due to accident on I-270 Eastbound before MO-367 Lewis And Clark Blvd.,,I-270 W,R,Saint Louis,St. Louis County,MO,63136,US,US/Central,KSTL,2019-12-26 10:51:00,64.0,64.0,67.0,29.36,10.0,SW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,11,Thu,80.0
